"Label (Grouping)","Total:","Total:!!Hispanic or Latino","Total:!!Not Hispanic or Latino:","Total:!!Not Hispanic or Latino:!!Population of one race:","Total:!!Not Hispanic or Latino:!!Population of one race:!!White alone","Total:!!Not Hispanic or Latino:!!Population of one race:!!Black or African American alone","Total:!!Not Hispanic or Latino:!!Population of one race:!!American Indian and Alaska Native alone","Total:!!Not Hispanic or Latino:!!Population of one race:!!Asian alone","Total:!!Not Hispanic or Latino:!!Population of one race:!!Native Hawaiian and Other Pacific Islander alone","Total:!!Not Hispanic or Latino:!!Population of one race:!!Some Other Race alone","Total:!!Not Hispanic or Latino:!!Population of two or more races:","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!White; Black or African American","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!White; American Indian and Alaska Native","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!White; Asian","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!White; Native Hawaiian and Other Pacific Islander","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!White; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Black or African American; American Indian and Alaska Native","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Black or African American; Asian","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Black or African American; Native Hawaiian and Other Pacific Islander","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Black or African American; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Asian","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!American Indian and Alaska Native; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Asian; Native Hawaiian and Other Pacific Islander","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Asian; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of two races:!!Native Hawaiian and Other Pacific Islander; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Black or African American; American Indian and Alaska Native","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Asian","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Native Hawaiian and Other Pacific Islander","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Black or African American; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Asian","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; American Indian and Alaska Native; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Asian; Native Hawaiian and Other Pacific Islander","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Asian; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!White; Native Hawaiian and Other Pacific Islander; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Asian","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; American Indian and Alaska Native; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; Asian; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Asian; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of three races:!!Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Asian","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; American Indian and Alaska Native; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Asian; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Black or African American; Native Hawaiian and Other Pacific Islander; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Asian; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!White; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Asian; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of four races:!!American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Asian; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!White; Black or African American; American Indian and Alaska Native; Native Hawaiian and Other Pacific Islander; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!White; Black or African American; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!White; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of five races:!!Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of six races:","Total:!!Not Hispanic or Latino:!!Population of two or more races:!!Population of six races:!!White; Black or African American; American Indian and Alaska Native; Asian; Native Hawaiian and Other Pacific Islander; Some Other Race"
"    North Attleborough Town city, Bristol County, Massachusetts","30,834","1,250","29,584","28,484","25,569","906","29","1,808","1","171","1,100","1,026","179","222","224","12","316","9","3","0","49","1","0","0","4","7","0","64","9","3","0","31","4","0","4","5","4","0","0","0","2","0","0","1","0","0","0","1","10","3","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Norton town, Bristol County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Norton town, Bristol County, Massachusetts","19,202","596","18,606","17,909","16,849","461","15","469","0","115","697","650","126","126","138","5","200","6","7","2","36","2","0","1","1","0","0","44","9","4","3","19","0","0","5","2","0","0","0","0","2","0","0","0","0","0","0","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raynham town, Bristol County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Raynham town, Bristol County, Massachusetts","15,142","448","14,694","13,966","12,734","694","7","417","3","111","728","664","103","105","87","3","227","18","7","0","102","1","0","2","0","8","1","61","16","0","0","39","0","0","0","0","0","0","0","0","4","0","0","2","0","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rehoboth town, Bristol County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Rehoboth town, Bristol County, Massachusetts","12,502","319","12,183","11,794","11,424","89","16","198","0","67","389","363","26","97","68","4","132","8","2","0","25","0","0","0","0","1","0","22","0","1","0","17","0","1","2","0","0","0","1","0","0","0","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Seekonk town, Bristol County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Seekonk town, Bristol County, Massachusetts","15,531","558","14,973","14,334","13,521","204","26","443","2","138","639","568","88","122","84","1","180","6","4","1","81","0","0","1","0","0","0","67","15","1","0","44","0","0","0","3","2","1","0","0","0","0","1","0","0","0","0","0","4","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Somerset town, Bristol County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Somerset town, Bristol County, Massachusetts","18,303","434","17,869","17,309","16,795","152","35","217","1","109","560","519","84","134","78","4","197","6","1","0","10","0","0","1","0","1","3","36","12","0","0","16","1","3","0","0","1","0","0","0","3","0","0","0","0","0","0","0","4","0","0","1","0","3","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"Swansea town, Bristol County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Swansea town, Bristol County, Massachusetts","17,144","376","16,768","16,119","15,786","92","14","169","2","56","649","596","89","139","90","14","218","6","3","0","35","0","0","1","1","0","0","47","5","3","0","21","6","0","2","6","2","0","0","0","0","0","0","2","0","0","0","0","6","2","0","1","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Taunton city, Bristol County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Taunton city, Bristol County, Massachusetts","59,408","4,717","54,691","50,335","43,328","4,807","94","730","19","1,357","4,356","3,945","646","416","210","17","993","65","15","6","1,546","4","0","0","7","8","12","377","68","11","3","249","3","3","15","6","2","0","0","0","10","0","2","5","0","0","0","0","34","0","0","29","0","4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"Westport town, Bristol County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Westport town, Bristol County, Massachusetts","16,339","334","16,005","15,582","15,282","72","24","118","6","80","423","377","32","93","42","1","178","0","0","0","26","0","0","0","5","0","0","40","7","0","0","29","0","0","0","0","0","0","0","0","1","0","3","0","0","0","0","0","6","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aquinnah town, Dukes County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Aquinnah town, Dukes County, Massachusetts","439","25","414","385","275","8","96","4","0","2","29","19","0","6","3","0","4","1","1","0","1","2","1","0","0","0","0","6","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","2","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chilmark town, Dukes County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Chilmark town, Dukes County, Massachusetts","1,212","20","1,192","1,146","1,111","12","3","8","0","12","46","44","4","7","5","1","19","5","1","0","1","0","0","0","1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edgartown town, Dukes County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Edgartown town, Dukes County, Massachusetts","5,168","146","5,022","4,579","4,248","114","13","45","1","158","443","414","34","22","18","10","308","1","3","0","18","0","0","0","0","0","0","21","3","0","0","7","0","0","6","0","0","0","0","0","1","0","4","0","0","0","0","0","7","1","0","4","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1"
"Gosnold town, Dukes County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Gosnold town, Dukes County, Massachusetts","70","3","67","65","61","3","0","0","0","1","2","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Oak Bluffs town, Dukes County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Oak Bluffs town, Dukes County, Massachusetts","5,341","134","5,207","4,639","3,918","386","55","56","6","218","568","531","44","21","21","6","375","22","6","1","21","4","1","2","4","3","0","30","16","0","0","9","0","0","0","0","0","0","2","0","0","0","3","0","0","0","0","0","7","2","1","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tisbury town, Dukes County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Tisbury town, Dukes County, Massachusetts","4,815","153","4,662","4,039","3,575","201","24","49","0","190","623","588","54","52","29","1","399","12","2","1","35","1","0","1","1","0","0","27","10","3","0","10","0","0","0","0","3","0","0","0","0","0","1","0","0","0","0","0","3","1","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","3","3"
"West Tisbury town, Dukes County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    West Tisbury town, Dukes County, Massachusetts","3,555","53","3,502","3,268","3,042","71","11","22","2","120","234","212","23","17","22","3","125","9","1","0","9","0","0","1","0","2","0","19","1","0","0","9","0","0","0","0","0","0","0","0","8","0","1","0","0","0","0","0","3","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"County subdivisions not defined, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    County subdivisions not defined, Essex County, Massachusetts","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Amesbury Town city, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Amesbury Town city, Essex County, Massachusetts","17,366","675","16,691","16,065","15,572","215","32","167","5","74","626","600","96","155","94","0","239","4","0","0","6","2","0","0","2","2","0","21","6","4","0","3","3","1","1","3","0","0","0","0","0","0","0","0","0","0","0","0","5","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andover town, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Andover town, Essex County, Massachusetts","36,569","2,029","34,540","33,222","26,780","726","18","5,519","4","175","1,318","1,282","171","129","528","12","392","3","16","1","8","4","0","3","6","7","2","33","7","10","0","4","0","0","2","6","2","0","0","0","0","0","2","0","0","0","0","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beverly city, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Beverly city, Essex County, Massachusetts","42,670","2,697","39,973","38,283","36,111","916","27","929","10","290","1,690","1,612","269","300","283","10","684","10","16","1","29","1","0","1","3","4","1","71","27","8","0","21","0","0","4","11","0","0","0","0","0","0","0","0","0","0","0","0","6","1","0","4","1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0"
"Boxford town, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Boxford town, Essex County, Massachusetts","8,203","273","7,930","7,547","7,200","48","3","225","1","70","383","374","23","55","151","0","140","1","1","0","1","0","0","1","0","0","1","9","3","1","0","2","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Danvers town, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Danvers town, Essex County, Massachusetts","28,087","1,245","26,842","25,891","24,516","525","23","650","1","176","951","905","148","175","143","13","392","8","6","0","14","0","0","0","3","3","0","42","14","7","1","7","3","1","0","6","1","0","0","0","0","0","0","0","0","0","0","2","4","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Essex town, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Essex town, Essex County, Massachusetts","3,675","101","3,574","3,462","3,398","16","0","35","0","13","112","101","11","23","9","1","57","0","0","0","0","0","0","0","0","0","0","11","0","4","0","0","0","0","0","6","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Georgetown town, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Georgetown town, Essex County, Massachusetts","8,470","251","8,219","7,912","7,747","35","7","101","0","22","307","301","42","59","83","1","110","0","0","0","1","0","0","0","1","3","1","6","0","0","0","2","2","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gloucester city, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Gloucester city, Essex County, Massachusetts","29,729","1,386","28,343","27,210","26,256","294","33","332","16","279","1,133","1,103","174","215","139","3","541","5","0","2","18","0","0","3","1","0","2","23","2","0","0","10","1","0","0","5","3","0","0","0","0","1","1","0","0","0","0","0","7","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Groveland town, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Groveland town, Essex County, Massachusetts","6,752","192","6,560","6,364","6,229","37","6","65","2","25","196","195","25","38","36","0","92","3","0","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hamilton town, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Hamilton town, Essex County, Massachusetts","7,561","197","7,364","7,115","6,719","56","7","310","0","23","249","240","31","45","84","2","76","0","2","0","0","0","0","0","0","0","0","9","0","1","0","1","1","0","1","0","0","0","0","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Haverhill city, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Haverhill city, Essex County, Massachusetts","67,787","15,998","51,789","49,425","44,928","2,502","114","1,301","13","567","2,364","2,252","582","545","351","12","660","21","30","6","29","6","0","1","2","6","1","101","41","7","2","28","3","2","0","12","2","2","0","1","1","0","0","0","0","0","0","0","10","1","2","4","0","2","0","0","0","0","0","0","0","0","1","0","1","0","1","0","0","0","0","0","0"
"Ipswich town, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Ipswich town, Essex County, Massachusetts","13,785","408","13,377","12,946","12,551","82","3","215","1","94","431","410","54","100","74","1","169","1","0","0","7","0","0","0","1","3","0","17","3","4","0","7","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lawrence city, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Lawrence city, Essex County, Massachusetts","89,143","72,902","16,241","15,384","10,984","2,088","96","1,547","9","660","857","776","157","116","91","10","294","9","16","3","50","7","0","1","9","10","3","76","17","9","3","23","6","0","3","7","4","0","1","0","1","0","0","0","1","0","0","1","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","2","0","0","0","0","0","0"
"Lynn city, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Lynn city, Essex County, Massachusetts","101,253","44,560","56,693","53,313","34,536","10,735","115","6,822","28","1,077","3,380","3,175","1,051","379","396","29","858","88","59","4","247","9","0","5","16","26","8","174","66","24","1","38","11","0","17","3","11","1","0","0","2","0","0","0","0","0","0","0","31","12","0","7","0","3","1","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lynnfield town, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Lynnfield town, Essex County, Massachusetts","13,000","401","12,599","12,181","11,241","110","1","755","0","74","418","405","46","54","130","1","164","0","0","0","6","0","0","0","1","3","0","13","1","1","0","8","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Manchester-by-the-Sea town, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Manchester-by-the-Sea town, Essex County, Massachusetts","5,395","120","5,275","5,126","5,034","7","1","57","0","27","149","144","20","19","51","2","51","0","0","0","1","0","0","0","0","0","0","4","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marblehead town, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Marblehead town, Essex County, Massachusetts","20,441","770","19,671","19,078","18,555","154","18","270","1","80","593","565","94","69","160","5","224","3","1","0","6","1","0","0","2","0","0","24","6","6","0","5","4","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","1","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","0","0","0","0"
"Merrimac town, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Merrimac town, Essex County, Massachusetts","6,723","197","6,526","6,253","6,128","47","4","49","0","25","273","251","37","52","55","0","98","0","0","0","9","0","0","0","0","0","0","18","8","4","0","3","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Methuen Town city, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Methuen Town city, Essex County, Massachusetts","53,059","15,550","37,509","36,153","31,439","2,176","53","2,092","3","390","1,356","1,287","281","226","223","7","459","12","10","0","52","6","0","1","0","9","1","59","26","1","0","12","4","0","4","4","3","0","0","2","1","1","1","0","0","0","0","0","8","1","0","3","1","2","0","0","0","0","1","0","0","0","0","0","2","1","1","0","0","0","0","0","0"
"Middleton town, Essex County, Massachusetts","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
